"資料集提供機關","資料集名稱","瀏覽次數","下載次數","資料集評分"
"臺灣新竹地方法院","臺灣新竹地方法院105年6月會計月報","263","14",""
"臺中市政府地方稅務局‧企劃服務科規劃設計股","105年第2季臺中市地方稅案件提起行政救濟件數統計表","155","14",""
"臺中市政府警察局刑事警察大隊","臺中市刑事案件統計資料","180","24",""
"行政院農業委員會","104年度行政院農業委員會桃園區農業改良場單位預算","277","55",""
"行政院農業委員會","105年度行政院農業委員會桃園區農業改良場單位預算","396","61",""
"臺灣高雄地方法院","臺灣高雄地方法院105年度6月份會計月報","245","12",""
"行政院農業委員會","104年度行政院農業委員會花蓮區農業改良場單位決算","178","8",""
"行政院農業委員會","104年度行政院農業委員會單位決算","248","19",""
"監察院","監察院105年06月會計月報","291","21",""
"公平交易委員會","105年6月份反托拉斯基金會計報告","281","58",""
"行政院農業委員會","105年度行政院農業委員會農糧署單位預算","401","18",""
"臺灣基隆地方法院","臺灣基隆地方法院105年度1月份會計月報","283","17",""
"臺灣基隆地方法院","臺灣基隆地方法院105年度2月份會計月報","283","14",""
"臺灣基隆地方法院","臺灣基隆地方法院105年度3月份會計月報","293","13",""
"臺灣基隆地方法院","臺灣基隆地方法院105年度4月份會計月報","325","13",""
"臺灣基隆地方法院","臺灣基隆地方法院105年度5月份會計月報","320","23",""
"臺灣基隆地方法院","臺灣基隆地方法院105年度6月份會計月報","306","27",""
"桃園市政府衛生局","桃園市加水站業者名冊","589","87","5.0"
"桃園市政府衛生局","桃園市健康幸福家庭計畫醫療院所名單","433","23",""
"臺灣臺南地方法院","105年6月臺灣臺南地方法院會計報告","246","20",""
"交通部運輸研究所","運研所105年6月報告","236","11",""
"臺灣臺北地方法院","臺灣臺北地方法院105年度會計月報","279","13",""
"交通部臺灣區國道高速公路局","國道易壅塞路段","585","121",""
"行政院農業委員會","105年度行政院農業委員會畜產試驗所會計報告","167","10",""
"行政院農業委員會","104年度行政院農業委員會臺南區農業改良場會計報告","198","9",""
"行政院農業委員會","105年度行政院農業委員會臺南區農業改良場會計報告","170","7",""
"交通部高速鐵路工程局","105年06月高速鐵路相關建設基金會計月報","401","34",""
"交通部高速鐵路工程局","高鐵5個車站特定區資訊幹線簡圖及相關資料","226","18",""
"交通部高速鐵路工程局","申請高鐵電纜槽及預埋管道租用之相關規定","249","24",""
"交通部高速鐵路工程局","105年06月交通部高速鐵路工程局單位預算會計月報","223","61",""
"行政院農業委員會","105年度行政院農業委員會會計報告","291","22",""
"行政院農業委員會","行政院農業委員會特別預算會計報告-流域綜合治理計畫第一期","213","14",""
"行政院農業委員會","行政院農業委員會特別決算-流域綜合治理計畫第一期","194","9",""
"行政院農業委員會","行政院農業委員會特別預算會計報告-流域綜合治理計畫第二期","208","11",""
"臺中市政府環境保護局‧清潔隊管理及勞工安全科第三股","臺中市清潔隊各區隊地址及電話","241","31",""
"教育部高等教育司","全國大學校院名錄(含學校英文名稱)","736","277","4.0"
"臺銀綜合證券股份有限公司","臺銀綜合證券股份有限公司銷售投信基金所收取之通路報酬","165","15",""
"行政院農業委員會","104年度行政院農業委員會漁業署及所屬會計報告","217","11",""
"行政院農業委員會","104年度行政院農業委員會漁業署及所屬單位決算","202","16","5.0"
"臺灣省政府","臺灣省政府105年6月會計報告","250","31",""
"行政院農業委員會","105年度行政院農業委員會動植物防疫檢疫局及所屬會計報告","195","10",""
"交通部運輸研究所","機車動態能耗與碳排放係數","482","73",""
"行政院農業委員會","104年度行政院農業委員會動植物防疫檢疫局及所屬單位決算","222","11",""
"交通部運輸研究所","大客車動態能耗與碳排放係數","347","42",""
"交通部","交通部105年度06月會計月報","243","35",""
"行政院農業委員會","行政院農業委員會動植物防疫檢疫局及所屬歷年補(捐)助資料","211","13",""
"財政部北區國稅局","財政部北區國稅局訴願以上處理情形統計表","199","12",""
"財政部北區國稅局","財政部北區國稅局全功能櫃檯作業處理件數統計表","188","21",""
"財政部北區國稅局","財政部北區國稅局復查案件處理情形統計表","256","36",""
"財政部北區國稅局","財政部北區國稅局營業稅申報家數統計表","280","11",""
"財政部北區國稅局","財政部北區國稅局菸酒稅廠商家數統計表","248","20",""
"財政部北區國稅局","財政部北區國稅局遺產稅核定徵免件數統計表","273","21",""
"民用航空局","民航運輸各機場營運量－按國際、兩岸及國內航線分 ","389","36",""
"民用航空局","國籍航空公司全球航線客貨運概況","344","41",""
"行政院農業委員會","104年度行政院農業委員會臺東區農業改良場單位決算","195","6",""
"行政院農業委員會","104年度行政院農業委員會臺東區農業改良場會計報告","290","11",""
"行政院農業委員會","105年度行政院農業委員會農糧署及所屬會計報告","195","8",""
"行政院農業委員會","105年度行政院農業委員會臺東區農業改良場會計報告","129","9",""
"國家通訊傳播委員會","各業者通過ISMS驗證清冊","322","38",""
"行政院大陸委員會","兩岸大事記","256","19",""
"行政院大陸委員會","近年來大陸地區學生來臺就學/研修人數","271","23",""
"行政院大陸委員會","港澳居民來臺居留、定居人數統計表","408","47",""
"行政院大陸委員會","行政院及所屬各機關公務人員因公赴香港澳門通報作業要點","489","89",""
"行政院大陸委員會","駐港澳機構洽詢電話表","271","12",""
"行政院大陸委員會","財團法人臺港經濟文化合作策進會之政府核派人員資料","265","12",""
"行政院大陸委員會","行政院大陸委員會資料開放盤點表","306","27",""
"臺中市政府文化局‧視覺藝術科第一股","屯區藝文中心105年7-8月活動表","647","73",""
"臺中市政府文化局‧視覺藝術科第一股","葫蘆墩文化中心106年活動表","281","28",""
"交通部","財團法人台灣網路資訊中心業務計畫書","307","20",""
"交通部","財團法人台灣網路資訊中心業務報告書","301","26",""
"行政院農業委員會","105年度行政院農業委員會動植物防疫檢疫局單位預算","347","45",""
"行政院農業委員會","104年度行政院農業委員會基金預算","446","53",""
"行政院農業委員會","105年度行政院農業委員會基金預算","473","46","2.0"
"經濟部能源局","經濟部能源局_煤炭供給與消費","290","31",""
"行政院農業委員會","104年度行政院農業委員會基金會計報告","259","11",""
"經濟部能源局","經濟部能源局_自產天然氣供給與消費","278","19",""
"行政院農業委員會","105年度行政院農業委員會基金會計報告","248","15",""
"經濟部能源局","經濟部能源局_液化天然氣供給與消費","329","22",""
"行政院農業委員會","103年度行政院農業委員會基金決算","290","16",""
"行政院農業委員會","104年度行政院農業委員會基金決算","266","18",""
"新北市政府警察局","新北市政府警察局巡邏箱數量","348","38","5.0"
"新北市政府消防局","消防安全檢查重大不合格場所公告","439","71",""
"新北市政府消防局","新北市易發生危險之釣魚區域","384","54",""
"新北市政府消防局","新北市易發生溺水地點","387","60",""
"行政院農業委員會","行政院農業委員會歷年補(捐)助資料","353","22",""
"金融監督管理委員會銀行局","票券商業務相連網站","254","21",""
"法務部矯正署","矯正出版品及書刊","277","90",""
"行政院農業委員會","行政院農業委員會農業金融局歷年補(捐)助資料","205","16",""
"台灣電力股份有限公司","台灣電力公司_電桿坐標及桿號","6869","1236","3.8"
"新北市政府消防局","公共安全聯合稽查嚴重違規場所","515","81",""
"新北市政府警察局","犯罪資料","602","205","4.0"
"行政院農業委員會","104年度行政院農業委員會臺中區農業改良場單位決算","195","20",""
"行政院農業委員會","行政院農業委員會農糧署及所屬特別決算-流域綜合治理計畫第一期","223","12",""
"行政院農業委員會","104年度行政院農業委員會農糧署及所屬單位決算","150","11",""
"交通部","交通部政府資料開放具體行動策略","349","60",""
"臺灣省諮議會","臺灣省諮議會105年6月會計月報","453","30",""
"行政院農業委員會","農產品產地價格(月平均價格)","465","106",""
"臺中市政府法制局‧秘書室","臺中市政府國家賠償事件處理情形統計","178","11",""
"考選部","考選部105年6月份會計報告","363","12",""
"原住民族委員會","行政院原住民族委員會文化園區管理局105年6月份會計月報","229","15",""
"外交部","我國駐外機構數","244","17",""
"中央選舉委員會","選舉人性別統計資料檔","116","13",""
"中央選舉委員會","中央選舉委員會施政計畫","251","56",""
"中央選舉委員會","中央選舉委員會大事紀","276","37",""
"中央選舉委員會","選舉大事紀(選舉摘要)","418","76","3.0"
"中央選舉委員會","政黨連坐處罰資料","286","137",""
"中央選舉委員會","選舉裁罰案件統計表","107","24",""
"中央選舉委員會","中央選舉委員會個人資料項目表","242","34",""
"新北市政府消防局","新北市市民防災手冊","1189","373",""
"桃園市政府衛生局","105年度桃園市無痛大腸鏡計畫醫療院所名單","352","21",""
